"07938: Personer med helse- og sosialfaglig utdanning. 4. kvartal, etter statistikkvariabel, fagutdanning, alder, kjønn og år"

"statistikkvariabel";"fagutdanning";"alder";"kjønn";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Personer";"Tannpleier";"Alle aldre";"Kvinner";1288;1326;1379;1420;1472;1531;1581;1644;1707;1769;1813;1896;1965;2027;2101;2178
"Personer";"Tannpleier";"Alle aldre";"Menn";20;20;20;20;20;21;24;27;30;35;40;43;54;51;54;56
"Personer";"Tannpleier";"15-39 år";"Kvinner";542;542;569;578;598;620;630;657;675;695;701;740;772;804;847;892
"Personer";"Tannpleier";"15-39 år";"Menn";11;11;11;11;9;9;11;15;15;20;23;25;31;27;29;30
"Personer";"Tannpleier";"15-66 år";"Kvinner";1243;1274;1320;1356;1397;1435;1465;1510;1556;1598;1630;1698;1748;1779;1813;1860
"Personer";"Tannpleier";"15-66 år";"Menn";17;17;16;14;14;15;18;20;24;28;33;37;45;46;46;51
"Personer";"Tannpleier";"15-74 år";"Kvinner";1271;1305;1357;1398;1448;1505;1556;1617;1676;1734;1773;1842;1904;1944;2001;2064
"Personer";"Tannpleier";"15-74 år";"Menn";20;20;20;20;18;19;22;24;27;32;36;37;48;46;46;51
"Personer";"Tannpleier";"40-54 år";"Kvinner";496;498;475;477;471;475;484;486;493;506;522;535;551;564;570;582
"Personer";"Tannpleier";"40-54 år";"Menn";..;..;..;..;4;5;5;5;6;8;10;12;14;16;17;18
"Personer";"Tannpleier";"55-66 år";"Kvinner";205;234;276;301;328;340;351;367;388;397;407;423;425;411;396;386
"Personer";"Tannpleier";"55-66 år";"Menn";..;4;3;..;..;..;..;0;3;0;0;0;0;3;0;3
"Personer";"Bioingeniør";"Alle aldre";"Kvinner";6559;6732;6857;7010;7146;7280;7434;7587;7752;7907;8110;8330;8538;8720;8900;9069
"Personer";"Bioingeniør";"Alle aldre";"Menn";749;780;807;843;871;886;933;950;996;1025;1051;1103;1146;1185;1227;1254
"Personer";"Bioingeniør";"15-39 år";"Kvinner";2381;2397;2392;2397;2383;2403;2396;2375;2407;2433;2493;2532;2604;2619;2675;2710
"Personer";"Bioingeniør";"15-39 år";"Menn";341;350;344;359;360;341;353;332;360;357;359;388;406;424;451;460
"Personer";"Bioingeniør";"15-66 år";"Kvinner";6209;6365;6438;6531;6594;6635;6706;6746;6804;6800;6857;6852;6868;6923;6951;6962
"Personer";"Bioingeniør";"15-66 år";"Menn";731;760;783;819;844;849;887;887;922;939;949;987;1012;1031;1048;1066
"Personer";"Bioingeniør";"15-74 år";"Kvinner";6406;6576;6694;6843;6962;7081;7226;7354;7529;7655;7827;7942;8080;8177;8288;8347
"Personer";"Bioingeniør";"15-74 år";"Menn";745;776;802;837;864;879;923;936;982;1009;1032;1083;1124;1156;1194;1209
"Personer";"Bioingeniør";"40-54 år";"Kvinner";2308;2336;2280;2263;2250;2229;2231;2235;2244;2240;2280;2293;2325;2410;2425;2461
"Personer";"Bioingeniør";"40-54 år";"Menn";261;254;256;267;276;292;310;333;340;358;367;381;397;402;410;419
"Personer";"Bioingeniør";"55-66 år";"Kvinner";1520;1632;1766;1871;1961;2003;2079;2136;2153;2127;2084;2027;1939;1894;1851;1791
"Personer";"Bioingeniør";"55-66 år";"Menn";129;156;183;193;208;216;224;222;222;224;223;218;209;205;187;187
"Personer";"Barnevernspedagog";"Alle aldre";"Kvinner";8472;8975;9469;9892;10385;10856;11391;11844;12382;12878;13338;13884;14448;14929;15423;15989
"Personer";"Barnevernspedagog";"Alle aldre";"Menn";1521;1596;1671;1733;1812;1889;1979;2074;2184;2279;2371;2473;2595;2698;2799;2908
"Personer";"Barnevernspedagog";"15-39 år";"Kvinner";4901;5122;5307;5379;5459;5577;5709;5762;5901;6010;6046;6127;6247;6289;6342;6525
"Personer";"Barnevernspedagog";"15-39 år";"Menn";566;585;605;604;606;621;638;688;734;755;795;830;885;927;974;1016
"Personer";"Barnevernspedagog";"15-66 år";"Kvinner";8247;8716;9177;9557;10008;10415;10881;11259;11731;12150;12527;12949;13418;13797;14152;14604
"Personer";"Barnevernspedagog";"15-66 år";"Menn";1506;1575;1640;1695;1762;1820;1884;1952;2036;2104;2169;2235;2319;2381;2457;2541
"Personer";"Barnevernspedagog";"15-74 år";"Kvinner";8378;8877;9367;9774;10269;10738;11258;11694;12222;12697;13134;13608;14139;14566;14997;15497
"Personer";"Barnevernspedagog";"15-74 år";"Menn";1519;1594;1670;1730;1808;1883;1971;2064;2172;2264;2348;2446;2556;2643;2721;2804
"Personer";"Barnevernspedagog";"40-54 år";"Kvinner";2392;2545;2706;2939;3193;3413;3660;3921;4175;4426;4671;4929;5210;5462;5727;5885
"Personer";"Barnevernspedagog";"40-54 år";"Menn";632;643;669;697;741;765;799;808;830;861;876;888;907;919;917;949
"Personer";"Barnevernspedagog";"55-66 år";"Kvinner";954;1049;1164;1239;1356;1425;1512;1576;1655;1714;1810;1893;1961;2046;2083;2194
"Personer";"Barnevernspedagog";"55-66 år";"Menn";308;347;366;394;415;434;447;456;472;488;498;517;527;535;566;576
"Personer";"Sosionom";"Alle aldre";"Kvinner";11496;12066;12643;13184;13800;14420;15038;15654;16352;17049;17772;18562;19495;20145;20894;21617
"Personer";"Sosionom";"Alle aldre";"Menn";3106;3213;3328;3432;3513;3612;3685;3776;3881;3975;4070;4169;4358;4464;4562;4685
"Personer";"Sosionom";"15-39 år";"Kvinner";4861;5082;5320;5543;5813;6006;6202;6412;6685;6919;7180;7391;7696;7851;8058;8261
"Personer";"Sosionom";"15-39 år";"Menn";831;845;864;861;873;890;892;890;903;914;934;943;1000;1044;1088;1119
"Personer";"Sosionom";"15-66 år";"Kvinner";10823;11302;11775;12201;12694;13120;13538;13957;14479;14985;15552;16072;16804;17275;17812;18333
"Personer";"Sosionom";"15-66 år";"Menn";2955;3037;3127;3193;3226;3232;3211;3219;3251;3247;3250;3269;3383;3403;3435;3490
"Personer";"Sosionom";"15-74 år";"Kvinner";11240;11795;12351;12858;13467;14060;14646;15224;15905;16531;17181;17765;18577;19069;19608;20161
"Personer";"Sosionom";"15-74 år";"Menn";3065;3167;3276;3374;3454;3543;3612;3686;3779;3854;3933;3983;4130;4157;4168;4220
"Personer";"Sosionom";"40-54 år";"Kvinner";3542;3675;3782;3885;4040;4246;4489;4685;4903;5108;5307;5577;5930;6183;6436;6701
"Personer";"Sosionom";"40-54 år";"Menn";1139;1128;1148;1171;1179;1206;1210;1246;1283;1294;1330;1344;1383;1382;1370;1383
"Personer";"Sosionom";"55-66 år";"Kvinner";2420;2545;2673;2773;2841;2868;2847;2860;2891;2958;3065;3104;3178;3241;3318;3371
"Personer";"Sosionom";"55-66 år";"Menn";985;1064;1115;1161;1174;1136;1109;1083;1065;1039;986;982;1000;977;977;988
"Personer";"Øvrig helseutdanning med høgskole";"Alle aldre";"Kvinner";7922;9006;9945;10527;11604;12554;12959;20170;21131;22068;23064;21464;22311;22749;22979;23360
"Personer";"Øvrig helseutdanning med høgskole";"Alle aldre";"Menn";2946;2913;3073;3240;3553;3776;3903;6082;6247;6513;6769;7149;7580;7725;7954;8079
"Personer";"Øvrig helseutdanning med høgskole";"15-39 år";"Kvinner";5446;6544;7334;7654;8365;9070;9223;12255;12469;12987;13507;13869;14235;14338;14179;14164
"Personer";"Øvrig helseutdanning med høgskole";"15-39 år";"Menn";1531;1543;1627;1704;1874;2026;2065;3272;3351;3491;3599;3868;4111;4118;4199;4147
"Personer";"Øvrig helseutdanning med høgskole";"15-66 år";"Kvinner";7870;8972;9909;10481;11543;12495;12887;17865;18294;19087;19918;20758;21493;21836;21947;22225
"Personer";"Øvrig helseutdanning med høgskole";"15-66 år";"Menn";2789;2755;2902;3062;3362;3582;3700;5701;5826;6053;6273;6652;7046;7141;7373;7467
"Personer";"Øvrig helseutdanning med høgskole";"15-74 år";"Kvinner";7911;8999;9938;10518;11596;12542;12948;18149;18621;19460;20333;21247;22059;22470;22635;22980
"Personer";"Øvrig helseutdanning med høgskole";"15-74 år";"Menn";2866;2840;2990;3156;3468;3691;3822;5919;6072;6320;6564;6977;7383;7525;7783;7885
"Personer";"Øvrig helseutdanning med høgskole";"40-54 år";"Kvinner";1813;1903;1984;2157;2404;2575;2732;3970;4092;4250;4468;4797;4977;5112;5240;5424
"Personer";"Øvrig helseutdanning med høgskole";"40-54 år";"Menn";850;830;864;925;1018;1049;1092;1642;1663;1741;1853;1934;2039;2099;2196;2268
"Personer";"Øvrig helseutdanning med høgskole";"55-66 år";"Kvinner";611;525;591;670;774;850;932;1640;1733;1850;1943;2092;2281;2386;2528;2637
"Personer";"Øvrig helseutdanning med høgskole";"55-66 år";"Menn";408;382;411;433;470;507;543;787;812;821;821;850;896;924;978;1052
"Personer";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Kvinner";1567;1634;1670;1726;1802;1847;1927;2018;2172;2261;1150;1298;1403;1463;1697;1858
"Personer";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Menn";143;153;160;171;177;191;219;251;306;365;327;382;429;492;613;749
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Kvinner";591;619;619;638;646;648;678;715;824;862;745;851;898;919;978;1046
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Menn";50;59;57;64;67;77;103;133;180;229;246;281;308;367;466;575
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Kvinner";1494;1548;1583;1613;1655;1675;1726;1768;1890;1946;1078;1219;1327;1389;1499;1630
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Menn";120;126;133;146;150;162;192;218;268;325;308;357;403;468;586;719
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Kvinner";1531;1598;1641;1698;1775;1818;1895;1982;2130;2208;1120;1260;1363;1422;1526;1653
"Personer";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Menn";129;138;145;158;164;178;206;239;295;353;317;366;412;479;596;726
"Personer";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Kvinner";513;523;543;555;593;607;620;644;668;690;266;298;346;381;415;463
"Personer";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Menn";31;30;38;45;46;49;54;55;63;75;54;67;82;91;105;127
"Personer";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Kvinner";390;406;421;420;416;420;428;409;398;394;67;70;83;89;106;121
"Personer";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Menn";39;37;38;37;37;36;35;30;25;21;8;9;13;10;15;17
"Personer";"Provisorfarmasøyt";"Alle aldre";"Kvinner";1975;2075;2148;2230;2328;2416;2564;2664;2779;2867;4123;4263;4408;4518;4473;4535
"Personer";"Provisorfarmasøyt";"Alle aldre";"Menn";699;736;764;788;833;856;890;918;958;979;1061;1114;1154;1192;1215;1255
"Personer";"Provisorfarmasøyt";"15-39 år";"Kvinner";1001;1077;1110;1154;1207;1245;1320;1346;1389;1408;1541;1521;1530;1523;1509;1487
"Personer";"Provisorfarmasøyt";"15-39 år";"Menn";310;341;363;379;404;415;431;431;448;440;434;447;452;460;453;456
"Personer";"Provisorfarmasøyt";"15-66 år";"Kvinner";1707;1806;1876;1944;2028;2103;2241;2327;2442;2515;3490;3560;3663;3738;3779;3841
"Personer";"Provisorfarmasøyt";"15-66 år";"Menn";598;632;664;682;719;746;779;798;842;859;909;941;973;999;1015;1047
"Personer";"Provisorfarmasøyt";"15-74 år";"Kvinner";1861;1960;2034;2114;2200;2282;2414;2499;2618;2696;3911;3970;4074;4142;4189;4244
"Personer";"Provisorfarmasøyt";"15-74 år";"Menn";657;690;720;743;781;800;839;860;903;924;998;1032;1068;1102;1126;1159
"Personer";"Provisorfarmasøyt";"40-54 år";"Kvinner";435;455;490;515;534;577;629;678;748;806;1289;1354;1419;1501;1538;1613
"Personer";"Provisorfarmasøyt";"40-54 år";"Menn";179;174;172;167;167;175;194;211;238;260;303;325;356;379;405;434
"Personer";"Provisorfarmasøyt";"55-66 år";"Kvinner";271;274;276;275;287;281;292;303;305;301;660;685;714;714;732;741
"Personer";"Provisorfarmasøyt";"55-66 år";"Menn";109;117;129;136;148;156;154;156;156;159;172;169;165;160;157;157
"Personer";"Lege uten spesialitet";"Alle aldre";"Kvinner";6122;6674;7025;7135;7567;7911;8193;8843;9209;9419;9748;10033;10348;10608;10850;11135
"Personer";"Lege uten spesialitet";"Alle aldre";"Menn";5913;6479;6438;6406;6610;6714;6677;7438;7565;7684;7806;8068;8110;8168;8363;8551
"Personer";"Lege uten spesialitet";"15-39 år";"Kvinner";4908;5246;5597;5737;6088;6381;6612;6973;7335;7490;7730;7872;8100;8286;8439;8617
"Personer";"Lege uten spesialitet";"15-39 år";"Menn";3790;4047;4211;4240;4383;4442;4437;4591;4800;4823;4894;4855;4876;4858;4819;4859
"Personer";"Lege uten spesialitet";"15-66 år";"Kvinner";6039;6582;6924;7027;7454;7791;8063;8579;8983;9179;9487;9705;10000;10240;10415;10668
"Personer";"Lege uten spesialitet";"15-66 år";"Menn";5623;6166;6107;6042;6209;6274;6231;6407;6650;6671;6703;6704;6692;6653;6594;6637
"Personer";"Lege uten spesialitet";"15-74 år";"Kvinner";6090;6639;6988;7100;7529;7874;8147;8662;9077;9279;9589;9813;10119;10356;10545;10804
"Personer";"Lege uten spesialitet";"15-74 år";"Menn";5823;6377;6336;6302;6492;6587;6538;6719;6994;7047;7101;7111;7102;7057;7027;7098
"Personer";"Lege uten spesialitet";"40-54 år";"Kvinner";925;1081;1082;1054;1118;1153;1186;1320;1340;1364;1409;1480;1535;1570;1586;1641
"Personer";"Lege uten spesialitet";"40-54 år";"Menn";1138;1282;1148;1071;1092;1125;1133;1171;1200;1169;1150;1194;1202;1185;1179;1235
"Personer";"Lege uten spesialitet";"55-66 år";"Kvinner";206;255;245;236;248;257;265;286;308;325;348;353;365;384;390;410
"Personer";"Lege uten spesialitet";"55-66 år";"Menn";695;837;748;731;734;707;661;645;650;679;659;655;614;610;596;543
"Personer";"Lege med spesialitet";"Alle aldre";"Kvinner";3779;3928;4249;4520;4754;5074;5508;5633;6098;6694;7065;7544;8047;8551;9132;9663
"Personer";"Lege med spesialitet";"Alle aldre";"Menn";9122;9163;9616;9876;10029;10185;10476;9938;10278;10589;10730;10948;11116;11351;11771;11928
"Personer";"Lege med spesialitet";"15-39 år";"Kvinner";370;368;388;453;469;493;582;586;653;807;841;875;888;922;1036;1079
"Personer";"Lege med spesialitet";"15-39 år";"Menn";547;560;620;700;684;683;726;684;698;808;817;860;886;937;1011;1041
"Personer";"Lege med spesialitet";"15-66 år";"Kvinner";3508;3611;3904;4136;4326;4595;4966;5172;5536;6072;6392;6829;7235;7649;8122;8535
"Personer";"Lege med spesialitet";"15-66 år";"Menn";7594;7513;7794;7855;7844;7783;7885;7707;7707;7860;7842;7922;7970;8077;8219;8295
"Personer";"Lege med spesialitet";"15-74 år";"Kvinner";3703;3838;4155;4411;4640;4940;5361;5583;5993;6567;6929;7396;7870;8346;8879;9386
"Personer";"Lege med spesialitet";"15-74 år";"Menn";8661;8680;9092;9293;9399;9492;9703;9629;9760;10039;10107;10242;10325;10431;10582;10654
"Personer";"Lege med spesialitet";"40-54 år";"Kvinner";2261;2299;2448;2526;2622;2751;2933;3022;3213;3466;3674;3988;4282;4570;4840;5127
"Personer";"Lege med spesialitet";"40-54 år";"Menn";3472;3335;3393;3339;3326;3365;3450;3408;3447;3613;3716;3856;4001;4132;4271;4334
"Personer";"Lege med spesialitet";"55-66 år";"Kvinner";877;944;1068;1157;1235;1351;1451;1564;1670;1799;1877;1966;2065;2157;2246;2329
"Personer";"Lege med spesialitet";"55-66 år";"Menn";3575;3618;3781;3816;3834;3735;3709;3615;3562;3439;3309;3206;3083;3008;2937;2920
"Personer";"Tannlege";"Alle aldre";"Kvinner";2454;2565;2679;2799;2916;3082;3224;3331;3486;3618;3747;3919;4058;4184;4292;4394
"Personer";"Tannlege";"Alle aldre";"Menn";3473;3496;3497;3509;3527;3547;3546;3550;3557;3540;3498;3595;3618;3615;3725;3715
"Personer";"Tannlege";"15-39 år";"Kvinner";952;1009;1079;1134;1179;1288;1367;1420;1520;1580;1622;1677;1695;1736;1751;1758
"Personer";"Tannlege";"15-39 år";"Menn";632;654;668;669;668;689;692;691;695;680;686;689;705;692;706;707
"Personer";"Tannlege";"15-66 år";"Kvinner";2131;2228;2318;2415;2522;2674;2793;2883;3024;3132;3249;3356;3465;3569;3653;3734
"Personer";"Tannlege";"15-66 år";"Menn";2550;2510;2463;2429;2419;2412;2363;2317;2312;2257;2195;2191;2186;2168;2161;2164
"Personer";"Tannlege";"15-74 år";"Kvinner";2320;2425;2522;2630;2742;2892;3014;3116;3278;3397;3509;3614;3742;3856;3937;4030
"Personer";"Tannlege";"15-74 år";"Menn";3094;3087;3066;3059;3062;3062;3037;3003;3006;2949;2889;2854;2836;2808;2785;2752
"Personer";"Tannlege";"40-54 år";"Kvinner";767;789;801;835;868;876;904;901;933;971;1037;1083;1164;1222;1272;1320
"Personer";"Tannlege";"40-54 år";"Menn";825;795;749;743;751;740;712;710;738;752;771;775;784;809;831;845
"Personer";"Tannlege";"55-66 år";"Kvinner";412;430;438;446;475;510;522;562;571;581;590;596;606;611;630;656
"Personer";"Tannlege";"55-66 år";"Menn";1093;1061;1046;1017;1000;983;959;916;879;825;738;727;697;667;624;612
"Personer";"Psykolog";"Alle aldre";"Kvinner";3983;4317;4595;4202;4436;4753;5060;5323;5616;5885;6088;6434;6801;7259;7694;8058
"Personer";"Psykolog";"Alle aldre";"Menn";2528;2656;2725;2528;2583;2659;2732;2788;2846;2906;2922;2998;3078;3158;3308;3372
"Personer";"Psykolog";"15-39 år";"Kvinner";1914;2076;2201;1856;1948;2130;2312;2433;2563;2656;2711;2845;3026;3269;3454;3631
"Personer";"Psykolog";"15-39 år";"Menn";736;792;820;702;707;729;757;779;807;817;804;800;814;842;872;880
"Personer";"Psykolog";"15-66 år";"Kvinner";3823;4129;4376;3956;4157;4454;4725;4934;5192;5428;5605;5893;6224;6636;6966;7290
"Personer";"Psykolog";"15-66 år";"Menn";2311;2399;2441;2220;2236;2265;2295;2305;2314;2318;2308;2327;2369;2405;2454;2488
"Personer";"Psykolog";"15-74 år";"Kvinner";3922;4257;4534;4141;4371;4691;4991;5243;5531;5787;5979;6265;6609;7038;7390;7708
"Personer";"Psykolog";"15-74 år";"Menn";2458;2583;2659;2469;2519;2581;2645;2689;2738;2769;2771;2793;2856;2905;2948;2967
"Personer";"Psykolog";"40-54 år";"Kvinner";1305;1417;1513;1464;1558;1624;1693;1756;1849;1965;2067;2171;2276;2387;2496;2574
"Personer";"Psykolog";"40-54 år";"Menn";824;834;836;746;755;770;793;809;807;833;858;901;956;979;1001;1030
"Personer";"Psykolog";"55-66 år";"Kvinner";604;636;662;636;651;700;720;745;780;807;827;877;922;980;1016;1085
"Personer";"Psykolog";"55-66 år";"Menn";751;773;785;772;774;766;745;717;700;668;646;626;599;584;581;578
"Personer";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Kvinner";1528;1570;1887;2839;3206;3502;3822;5762;6212;6625;7218;7610;8405;8815;9073;9953
"Personer";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Menn";1011;1007;1066;1485;1573;1739;1860;3070;3311;3461;3673;3509;3843;3967;3991;4563
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Kvinner";991;1139;1410;2071;2273;2480;2684;3510;3720;3930;4281;4624;5060;5174;5169;5548
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Menn";602;694;728;981;1021;1117;1193;1528;1595;1636;1724;1738;1906;1926;1825;1974
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Kvinner";1486;1554;1868;2810;3172;3461;3775;5524;5913;6313;6882;7393;8144;8534;8764;9601
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Menn";999;998;1057;1459;1544;1702;1818;2714;2883;3001;3176;3304;3613;3719;3711;4215
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Kvinner";1526;1568;1884;2837;3203;3499;3815;5623;6034;6446;7035;7549;8331;8721;8956;9818
"Personer";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Menn";1008;1005;1064;1479;1571;1734;1856;2827;3004;3126;3307;3437;3764;3878;3879;4435
"Personer";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Kvinner";357;316;346;587;716;797;894;1608;1751;1907;2055;2183;2441;2635;2783;3099
"Personer";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Menn";267;215;224;343;372;428;465;896;962;1027;1098;1194;1293;1356;1426;1662
"Personer";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Kvinner";138;99;112;152;183;184;197;406;442;476;546;586;643;725;812;954
"Personer";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Menn";130;89;105;135;151;157;160;290;326;338;354;372;414;437;460;579
"Sysselsatte";"Helsesekretær";"Alle aldre";"Kvinner";10630;10720;10849;11002;11100;11297;11464;11479;11568;11689;11748;11890;11915;12135;12282;12502
"Sysselsatte";"Helsesekretær";"Alle aldre";"Menn";64;69;72;65;72;73;77;79;81;89;90;105;115;128;154;155
"Sysselsatte";"Helsesekretær";"15-39 år";"Kvinner";4957;4725;4484;4267;4024;3861;3792;3701;3664;3735;3726;3760;3754;3795;3838;3948
"Sysselsatte";"Helsesekretær";"15-39 år";"Menn";52;56;58;51;54;54;54;57;60;62;57;67;65;75;93;91
"Sysselsatte";"Helsesekretær";"15-66 år";"Kvinner";10588;10680;10799;10936;11029;11198;11352;11348;11424;11522;11562;11709;11718;11907;12016;12213
"Sysselsatte";"Helsesekretær";"15-66 år";"Menn";64;69;72;65;72;73;77;79;81;89;90;105;115;128;154;155
"Sysselsatte";"Helsesekretær";"15-74 år";"Kvinner";10630;10720;10849;11000;11099;11296;11462;11475;11563;11683;11743;11883;11907;12124;12263;12479
"Sysselsatte";"Helsesekretær";"15-74 år";"Menn";64;69;72;65;72;73;77;79;81;89;90;105;115;128;154;155
"Sysselsatte";"Helsesekretær";"40-54 år";"Kvinner";4373;4556;4744;4943;5123;5267;5376;5382;5405;5333;5293;5244;5134;5155;5119;5102
"Sysselsatte";"Helsesekretær";"40-54 år";"Menn";12;13;13;12;16;17;19;19;17;22;28;34;44;45;53;54
"Sysselsatte";"Helsesekretær";"55-66 år";"Kvinner";1258;1399;1571;1726;1882;2070;2184;2265;2355;2454;2543;2705;2830;2957;3059;3163
"Sysselsatte";"Helsesekretær";"55-66 år";"Menn";0;0;..;..;..;..;4;3;4;5;5;4;6;8;8;10
"Sysselsatte";"Hjelpepleier";"Alle aldre";"Kvinner";69841;69266;67567;65349;62724;60135;57394;55055;52376;49721;46985;44388;41237;38969;36890;34797
"Sysselsatte";"Hjelpepleier";"Alle aldre";"Menn";4726;4764;4685;4544;4388;4217;4110;3900;3753;3624;3435;3272;3098;2962;2855;2731
"Sysselsatte";"Hjelpepleier";"15-39 år";"Kvinner";19669;18546;16900;14939;13055;11471;10148;9027;8091;7263;6468;5634;4907;4210;3569;2955
"Sysselsatte";"Hjelpepleier";"15-39 år";"Menn";1417;1393;1257;1096;949;802;725;637;555;489;393;326;273;224;195;162
"Sysselsatte";"Hjelpepleier";"15-66 år";"Kvinner";68239;67540;65730;63359;60624;57827;55037;52022;49202;46492;43644;40919;38023;35454;33108;30657
